id,price_prediction
23285,17699366.303557105
23286,16074791.9577488
23287,6966781.4575998895
23288,7970351.8729908485
23289,6934222.324277908
23290,7210210.155716559
23291,7929797.701101661
23292,8687189.030788211
23293,8577950.343598368
23294,6280032.605761368
23295,4489339.901855957
23296,7607048.677450044
23297,5960508.744140074
23298,9600777.579167254
23299,8313923.958922166
23300,9242581.088114388
23301,10717150.01952083
23302,5073355.434906073
23303,6003486.000587419
23304,7427034.608264381
23305,7238684.130768884
23306,7136308.536768347
23307,7123051.303867303
23308,7506402.313811606
23309,6265205.041808896
23310,8828894.157543996
23311,4411087.805222999
23312,12222368.853031103
23313,7124095.964871403
23314,7507868.66661568
23315,7875978.3871412445
23316,6699546.1402144395
23317,11498043.151532885
23318,7516846.309605606
23319,13670483.14771978
23320,7403465.3707247935
23321,11021442.72639352
23322,12352162.3288438
23323,11999619.244243484
23324,16811379.8697642
23325,33042835.246175125
23326,21092057.68090882
23327,33415273.462189086
23328,51672479.99430265
23329,16113857.63404312
23330,7020553.839599609
23331,9617766.44131876
23332,13596515.536294118
23333,4215493.728554826
23334,4217991.674240693
23335,5328021.779958181
23336,6414823.242288984
23337,6431918.206735086
23338,6418710.359453179
23339,3097773.237655502
23340,5534627.158617705
23341,4820879.330305789
23342,6329489.058947366
23343,7001845.571548263
23344,3823176.500369154
23345,6059339.32565641
23346,4244978.544344515
23347,6750636.707176648
23348,3653757.746372655
23349,4875130.296281688
23350,6238902.545774497
23351,6517682.257339653
23352,8699652.682862472
23353,7041572.412439097
23354,7821228.838851446
23355,6945757.146545898
23356,7746512.167519594
23357,79952731.88585939
23358,6900773.116616901
23359,5092323.755208857
23360,5966229.563050963
23361,8135403.679931872
23362,4968254.8963971585
23363,7363079.519763077
23364,7080710.160167154
23365,6958897.808794873
23366,7176613.08862368
23367,6482545.288716368
23368,7055545.113516148
23369,7704170.14672227
23370,7115267.766249843
23371,7453291.4509648215
23372,8793376.243984774
23373,7163952.639384111
23374,9062622.696904339
23375,7677191.517791148
23376,7672260.7310236655
23377,6486114.01844307
23378,6627895.38796147
23379,7149049.109106274
23380,5281902.948495321
23381,5984998.96845112
23382,6945942.844818382
23383,8259855.398949174
23384,6131548.261461414
23385,7632238.288518453
23386,7841575.759160567
23387,6399308.491310269
23388,9687776.92062733
23389,9010847.480525078
23390,9988254.814656015
23391,6573645.173931427
23392,6316964.405985784
23393,9382803.30319822
23394,7727890.002902923
23395,6479802.864600945
23396,7356451.173106007
23397,6689966.66899531
23398,9217163.573394338
23399,8389927.68399687
23400,6667468.022984911
23401,9206859.043921983
23402,7628556.90530931
23403,2530863.226783935
23404,8118919.304392239
23405,6236441.393191457
23406,7998127.241360793
23407,7227690.442058712
23408,8089946.2554844115
23409,8660745.236290935
23410,8737645.262956658
23411,11356408.139134225
23412,10087274.622619692
23413,8115518.840435369
23414,11524612.31336167
23415,11182687.62727348
23416,34686100.05060285
23417,10210676.506730946
23418,11388892.883360293
23419,8853814.758642597
23420,12902066.814545827
23421,9578770.402076341
23422,8669512.928129172
23423,11696647.803766653
23424,9297859.682075256
23425,6679727.542879816
23426,8595266.259756576
23427,10733133.214942006
23428,9651013.618476896
23429,12707538.814486451
23430,9786580.777212784
23431,14135890.836362356
23432,8589492.358066186
23433,9654478.08096663
23434,10066590.53382059
23435,13971223.660770852
23436,10233812.595269993
23437,9376226.365289142
23438,9822222.723503944
23439,11656468.80766514
23440,10400073.035712117
23441,10897725.208425988
23442,8754627.720628258
23443,9558072.86655923
23444,10139945.040000273
23445,11013729.731403569
23446,13158695.80039974
23447,9803989.30078655
23448,11541946.895563986
23449,12236302.058703564
23450,10676392.59821191
23451,10886059.105036441
23452,11396693.147468096
23453,11508644.059176588
23454,15043551.42709722
23455,11825942.055605765
23456,9691179.988007708
23457,9624670.71725671
23458,9532819.965442218
23459,10274532.702148488
23460,15144010.222609356
23461,12701223.441584397
23462,10636905.787792636
23463,13847384.086309753
23464,16190688.692505997
23465,15013993.391596256
23466,15856714.728179947
23467,13129734.76202161
23468,16022648.372432858
23469,33795355.07039596
23470,33428403.42972616
23471,35658520.885125585
23472,36980300.78160859
23473,10583288.114199933
23474,15933417.301031072
23475,22912682.66233676
23476,9538027.210533313
23477,7659462.346935278
23478,20580632.089331236
23479,14654268.22516837
23480,25283293.46311031
23481,27909145.424949963
23482,12880140.644052122
23483,28691489.0299445
23484,143034788.56704667
23485,12624284.82049391
23486,24150508.55924098
23487,23022259.98215452
23488,43719792.29803462
23489,9548354.437030623
23490,13167993.22811025
23491,30612741.815885834
23492,44621117.358624935
23493,44621117.358624935
23494,29631450.168293435
23495,81429558.80877714
23496,29773684.272059057
23497,8472593.088490224
23498,33310863.30802551
23499,3268024.4608745202
23500,10277069.115784256
23501,3102606.212563634
23502,8882959.690285947
23503,5518371.841082167
23504,4935421.911683552
23505,10472982.920173118
23506,12609699.833764618
23507,10221092.447449196
23508,13897564.358703094
23509,14205544.689992588
23510,10726114.465125868
23511,10598203.884262318
23512,11533675.136502339
23513,10045652.586532407
23514,16067814.816830615
23515,14447579.703529336
23516,14458723.774605533
23517,10590211.434796643
23518,15197717.829676438
23519,19890432.085894506
23520,33609432.18710086
23521,27395152.553722326
23522,26678593.11492249
23523,21439528.169523217
23524,23585849.082019173
23525,94695099.05899785
23526,68030823.3133403
23527,109101166.3845377
23528,13212500.817810535
23529,17214875.314616464
23530,7464105.224020492
23531,12264711.15857942
23532,11168561.193525136
23533,122986002.45329666
23534,8677350.73477585
23535,9122029.49614637
23536,4730509.744080134
23537,12197500.311262809
23538,6323447.528728858
23539,8780498.075543894
23540,12686699.990927856
23541,12596631.812788531
23542,17454771.53754074
23543,8575489.686646828
23544,13284269.617071526
23545,7806430.74266387
23546,15026623.6698155
23547,9895456.475260897
23548,14607646.745262021
23549,10162154.139883643
23550,14008937.31450295
23551,11270240.900409909
23552,12491491.934244154
23553,11803371.610721922
23554,8042368.977619497
23555,10050293.32510328
23556,8383206.06704874
23557,12499195.542616792
23558,10819456.711007735
23559,9464614.161170762
23560,11575183.205436148
23561,11209911.723742245
23562,11000142.27740491
23563,11921960.863404538
23564,15516497.294527385
23565,12003952.90565083
23566,8368304.988451665
23567,14843745.711575378
23568,38586253.45078831
23569,13461473.633156069
23570,13559895.798259942
23571,13960173.70601276
23572,15935643.168343034
23573,12367825.230159711
23574,17136658.131675344
23575,12307544.464804338
23576,19616289.59925214
23577,20708228.678873476
23578,22458479.14539664
23579,16301658.984989367
23580,21499083.647358887
23581,17191586.897083446
23582,18514939.18695727
23583,15235788.71486438
23584,13390692.672072398
23585,14710513.629910288
23586,13774104.53265167
23587,20253984.4550649
23588,11868089.417738294
23589,15835091.620442573
23590,16907068.790162046
23591,17304623.277857944
23592,17690775.113180242
23593,12597947.938833795
23594,21543039.353085883
23595,19090866.778095417
23596,21593660.75573726
23597,15331662.604343131
23598,18867411.908044145
23599,16004593.506756809
23600,23473375.393159073
23601,17235797.67829782
23602,19048086.46754147
23603,13763175.665732719
23604,26334398.21142007
23605,17544239.07042656
23606,16693390.364049975
23607,18319283.688186955
23608,22129814.498565365
23609,14762039.232845176
23610,35557580.30488751
23611,17498997.908358205
23612,20574398.868099205
23613,24790445.707486812
23614,48062832.5326739
23615,23591234.539161023
23616,36619630.97669418
23617,28913448.147795126
23618,16869117.896690413
23619,28960510.409087904
23620,51517761.26991357
23621,26944481.955040462
23622,39015742.60812276
23623,24765286.5583996
23624,55461002.917093664
23625,69017624.48339066
23626,41778315.32929018
23627,34660974.601761155
