id,price_prediction
23285,14107457.911132399
23286,14073097.033745786
23287,6079876.844968905
23288,10768121.218854377
23289,6210570.00740823
23290,6971310.125683653
23291,8168767.510309269
23292,10650034.82294676
23293,7616533.439629707
23294,5462335.360450771
23295,5737010.55401603
23296,6688334.557815206
23297,5658128.1066223895
23298,8310092.766873252
23299,8882773.1820331
23300,8846147.571782526
23301,9550065.680757126
23302,4025947.6300795167
23303,5811229.495103014
23304,6504062.2442132505
23305,6316992.645284928
23306,6152587.72327474
23307,6841002.597677272
23308,6742307.504458918
23309,6713303.021042255
23310,8553188.797316683
23311,4253744.476424284
23312,9965986.801410558
23313,7288890.541106884
23314,6587142.065346196
23315,8917991.89678802
23316,8282877.621604014
23317,11019101.01344655
23318,10086472.125291679
23319,14098565.527684582
23320,12457338.766492886
23321,12857448.251732714
23322,11670865.650630318
23323,14692538.891111996
23324,17069920.842320036
23325,15166989.901102655
23326,24232738.38226463
23327,32800497.877514664
23328,38448889.32396687
23329,20140087.09965772
23330,6833256.907330542
23331,8524111.381091135
23332,10011990.374238275
23333,4310113.177035818
23334,4823148.074059269
23335,4235324.110987365
23336,5560115.081023092
23337,5403653.509766381
23338,5648827.857329284
23339,4120292.5273542264
23340,4272315.083732882
23341,4858962.399168474
23342,4535651.254861972
23343,4583811.077744093
23344,5392993.098422983
23345,4814649.049617019
23346,5422236.409495922
23347,4846208.030200559
23348,4530059.437318994
23349,5204876.029732441
23350,5879690.711581245
23351,7100976.133854001
23352,6381680.652397228
23353,6086555.767883914
23354,6361847.305883064
23355,6248608.008161839
23356,7403014.076983237
23357,62251963.45996204
23358,7226699.457213715
23359,4886996.150180477
23360,5424740.444043633
23361,7474590.7797947405
23362,6137122.201094116
23363,6863819.065059954
23364,5527809.053334982
23365,5915996.198028577
23366,6080995.636048362
23367,5411349.560457069
23368,7791869.452705928
23369,6198520.545135613
23370,6365319.148205199
23371,6271309.705634537
23372,7467091.055163239
23373,6697583.457964439
23374,8109527.616419337
23375,6721964.777110068
23376,6715393.412405403
