id,price_prediction
23285,15188610.793459434
23286,19425910.079637006
23287,7206887.976407221
23288,11167118.573587216
23289,8212827.336634528
23290,8788663.289083773
23291,9144873.132935205
23292,11218304.3508038
23293,9000315.681708526
23294,10863896.448183361
23295,9427807.618661411
23296,8713710.380871357
23297,8769676.271481995
23298,10147509.989752669
23299,12857369.738252312
23300,10417710.41508628
23301,10524263.089959746
23302,6960099.375489935
23303,10046515.254691701
23304,9085313.60941063
23305,7517097.571709273
23306,8663131.703478068
23307,8526939.755503846
23308,8596886.133813577
23309,8787988.308295945
23310,9785418.745510545
23311,8176499.663406085
23312,11871756.20130883
23313,8694809.284475813
23314,10005744.434549674
23315,10364044.331471583
23316,11594541.551619463
23317,13859523.206782382
23318,11352791.476926189
23319,12783053.31244781
23320,12183343.73577186
23321,18135949.505354516
23322,13817662.777439116
23323,19800083.946747363
23324,17565256.675499707
23325,21772607.975005366
23326,28361252.16550225
23327,33817833.098288044
23328,38573192.42968254
23329,21944759.433415838
23330,7718582.972597532
23331,17610523.597841352
23332,11601331.813548375
23333,7382461.891440926
23334,7130514.947139328
23335,6704447.833905265
23336,7425331.144607486
23337,7442592.362586169
23338,7436234.2460679915
23339,7229419.196666399
23340,6822518.350254217
23341,7931896.084045995
23342,6644339.894543778
23343,6841275.264724921
23344,6932875.388217209
23345,6908842.0950048715
23346,7127890.061268043
23347,7214640.25681651
23348,6919200.011260368
23349,7344139.737441398
23350,7510750.2032643575
23351,8378910.497802697
23352,6709965.513557527
23353,7451925.778570954
23354,9046732.704286505
23355,7496189.218391841
23356,8330544.931295535
23357,85513561.00791545
23358,8072336.194613373
23359,7077460.495675452
23360,6904465.08710156
23361,8552947.610974781
23362,9684097.316795189
23363,8190297.633145021
23364,6959169.926010234
23365,7275968.318766726
23366,7354974.377659885
23367,5995776.667603314
23368,8648163.491324654
23369,7093190.9882012345
23370,7396809.127209958
23371,7491125.724955792
23372,9446722.201427268
23373,7708669.664919177
23374,8807021.91067581
23375,7637300.146155527
23376,7742004.804730743
23377,6910458.893578228
23378,7210208.402444677
23379,9100778.71310525
23380,7777912.18531407
23381,7485648.655610841
23382,7123724.70058462
23383,7722937.681920892
23384,7412108.236081433
23385,7415154.473817769
23386,7427820.4462676365
23387,6968974.889487209
23388,10406803.261058686
23389,9086889.322441611
23390,10312833.119030397
23391,8105440.9499209095
23392,7279928.5855578855
23393,10943094.62285873
23394,9157637.12729323
23395,7487157.3358176295
23396,9832197.21411382
23397,7279928.5855578855
23398,8638559.09772406
23399,8713281.067998562
23400,8037345.303252583
23401,9228137.90749672
23402,8323751.4416740555
23403,6748146.259853754
23404,9232822.481510136
23405,7910167.897797849
23406,9123134.587004319
23407,9923805.565609086
23408,8841886.153427932
23409,9276303.563165208
23410,9045636.419077968
23411,12382732.583613427
23412,12643528.418503223
23413,9069062.98081531
23414,11205044.42761015
23415,9818819.517195547
23416,21130761.06206579
