id,price_prediction
23285,15533613.386102501
23286,13012005.07800746
23287,6964844.927465097
23288,7468173.922939146
23289,7287342.271028072
23290,7265188.212547336
23291,8368279.179567953
23292,9835175.87101147
23293,8016807.203404685
23294,4901106.2799549475
23295,5808379.449013374
23296,7205708.626938925
23297,6611686.136056884
23298,9140336.871176638
23299,8841167.54925673
23300,9393757.930232065
23301,9675036.134052
23302,4162718.472292263
23303,5182792.525489317
23304,6880542.5010094745
23305,7008542.29036672
23306,5990158.341114462
23307,6880410.381779109
23308,6845779.142563461
23309,6307419.21332256
23310,8321886.76454373
23311,5264547.374291244
23312,10600868.42727287
23313,7693843.733677277
23314,7334478.1595685175
23315,8403568.365021674
23316,7447173.879894867
23317,11509168.137087835
23318,7645795.897713988
23319,11743765.828748764
23320,9053814.52388411
23321,10722673.69221585
23322,10275360.550341316
23323,14162390.323364971
23324,18201368.006501805
23325,16201121.494191363
23326,19748260.30215544
23327,31672223.2408561
23328,36380757.390521444
23329,15416559.369141702
23330,7131346.116083932
23331,9418001.63407293
23332,9503847.858709887
23333,4023841.5422577704
23334,4890843.912723231
23335,4687016.297229773
23336,5671132.417083222
23337,5557694.490555683
23338,6004833.387005023
23339,3834076.93950073
23340,3860165.451954354
23341,4831790.835830812
23342,4756007.013138238
23343,4606409.931782033
23344,4813194.911961792
23345,4732828.699540446
23346,4859473.0990908565
23347,4982843.602705031
23348,4078687.596177608
23349,5311507.098983125
23350,6290012.266664179
23351,6617648.424881698
23352,6397389.438445901
23353,6962266.153444715
23354,6726744.407259744
23355,7075530.868434665
23356,7566438.138008711
23357,62178522.20961445
23358,6926819.653401042
23359,4802814.558033957
23360,6141135.943520127
23361,7123006.48158803
23362,5595503.760641796
23363,6988721.957544887
23364,5941632.885669254
23365,7171279.899423499
23366,7563792.8740933295
23367,6100664.478107926
23368,7769516.726298481
23369,6205957.921776351
23370,6699112.696133264
23371,7685257.520248667
23372,7880938.413945597
23373,7040354.992843936
23374,8322273.440479732
23375,6729667.569345286
23376,7731172.601006094
23377,6100230.120864203
23378,6521718.291534559
23379,7483788.446319612
23380,6009341.210075787
23381,6654288.77189335
23382,6497012.830815434
23383,8026521.88509776
23384,5869816.276730409
23385,6645189.255564294
23386,7029449.6435919395
23387,5648091.661667809
23388,9113189.564843537
23389,7504623.984747422
23390,9838900.46462823
23391,7204137.327563351
23392,6295620.408732545
23393,9510644.607009592
23394,8338759.2278042985
23395,6317479.182844039
23396,7970710.783869756
23397,6535204.310403256
23398,7874955.446580232
23399,8375658.937336113
23400,6860712.999123381
23401,7710458.926087575
23402,7923246.3441121485
23403,5624963.137588325
23404,8322530.70567161
23405,6337076.826828829
23406,8429236.064516949
23407,8557507.206278661
23408,8148961.972850862
23409,8425691.802776994
23410,8004934.064834823
23411,10047066.654993897
23412,10274982.31107141
23413,8444392.013329724
23414,8359943.875581665
23415,9984275.804807594
23416,33363429.391756676
23417,8869232.099638782
23418,9770349.431037057
23419,9617187.6014683
23420,11888840.95202789
23421,9510010.09715373
23422,8264538.114196382
23423,10599803.704370437
23424,8498589.002628775
23425,6593212.7837411435
23426,8825739.75930396
23427,12962846.621766523
23428,8800096.533333287
23429,11360406.332449188
23430,10064582.321446685
23431,13239664.115277003
